2026-07-08T08:00:03.200959+00:00,elexon,ok,0.4,
2026-07-08T08:30:01.181514+00:00,carbon_intensity,ok,1.1,
2026-07-08T08:30:01.733375+00:00,neso,ok,0.5,
2026-07-08T08:30:02.054013+00:00,elexon,ok,0.3,
2026-07-08T09:00:01.127537+00:00,carbon_intensity,ok,1.1,
2026-07-08T09:00:01.765514+00:00,neso,ok,0.6,
2026-07-08T09:00:02.180390+00:00,elexon,ok,0.4,
2026-07-08T09:30:01.120093+00:00,carbon_intensity,ok,1.1,
2026-07-08T09:30:01.717169+00:00,neso,ok,0.6,
2026-07-08T09:30:02.108868+00:00,elexon,ok,0.4,
2026-07-08T10:05:41.791772+00:00,carbon_intensity,ok,1.1,
2026-07-08T10:05:42.426602+00:00,neso,ok,0.6,
2026-07-08T10:05:42.759843+00:00,elexon,ok,0.3,
2026-07-08T10:30:53.115692+00:00,carbon_intensity,ok,1.5,
2026-07-08T10:30:53.583560+00:00,neso,ok,0.5,
2026-07-08T10:30:53.898320+00:00,elexon,ok,0.3,
2026-07-08T11:00:01.631679+00:00,carbon_intensity,ok,1.6,
2026-07-08T11:00:02.664663+00:00,neso,ok,1.0,
2026-07-08T11:00:03.560757+00:00,elexon,ok,0.9,
2026-07-08T11:30:01.109287+00:00,carbon_intensity,ok,1.1,
2026-07-08T11:30:01.771092+00:00,neso,ok,0.7,
2026-07-08T11:30:02.180875+00:00,elexon,ok,0.4,
2026-07-08T12:00:01.225663+00:00,carbon_intensity,ok,1.2,
2026-07-08T12:00:01.982073+00:00,neso,ok,0.8,
2026-07-08T12:00:02.298999+00:00,elexon,ok,0.3,
2026-07-08T12:30:01.427811+00:00,carbon_intensity,ok,1.4,
2026-07-08T12:30:02.504638+00:00,neso,ok,1.1,
2026-07-08T12:30:03.301222+00:00,elexon,ok,0.8,
2026-07-08T13:00:01.239755+00:00,carbon_intensity,ok,1.2,
2026-07-08T13:00:02.426156+00:00,neso,ok,1.2,
2026-07-08T13:00:02.878963+00:00,elexon,ok,0.5,
2026-07-08T13:30:01.127768+00:00,carbon_intensity,ok,1.1,
2026-07-08T13:30:01.680912+00:00,neso,ok,0.5,
2026-07-08T13:30:02.661210+00:00,elexon,ok,1.0,
2026-07-08T14:00:01.123584+00:00,carbon_intensity,ok,1.1,
2026-07-08T14:00:01.707092+00:00,neso,ok,0.6,
2026-07-08T14:00:02.633491+00:00,elexon,ok,0.9,
2026-07-08T14:30:01.764498+00:00,carbon_intensity,ok,1.7,
2026-07-08T14:30:04.161046+00:00,neso,ok,2.4,
2026-07-08T14:30:04.553335+00:00,elexon,ok,0.4,
2026-07-08T15:00:01.170652+00:00,carbon_intensity,ok,1.1,
2026-07-08T15:00:02.552291+00:00,neso,ok,1.4,
2026-07-08T15:00:02.870397+00:00,elexon,ok,0.3,
2026-07-08T15:30:01.124884+00:00,carbon_intensity,ok,1.1,
2026-07-08T15:30:03.494958+00:00,neso,ok,2.4,
2026-07-08T15:30:03.832805+00:00,elexon,ok,0.3,
2026-07-08T16:00:01.139615+00:00,carbon_intensity,ok,1.1,
2026-07-08T16:00:02.888911+00:00,neso,ok,1.7,
